Date,Adj Close,Close,High,Low,Open,Volume
2014-11-24,0.4939780831336975,0.5145000219345093,0.5167499780654907,0.5105000138282776,0.512499988079071,136004000
2014-11-25,0.4937379360198974,0.5142499804496765,0.5180000066757202,0.512499988079071,0.5134999752044678,190240000
2014-11-26,0.5021389722824097,0.5230000019073486,0.5235000252723694,0.5109999775886536,0.5112500190734863,219264000
2014-11-28,0.5033393502235413,0.5242499709129333,0.5272499918937683,0.5199999809265137,0.5247499942779541,124832000
2014-12-01,0.4939780831336975,0.5145000219345093,0.5249999761581421,0.5137500166893005,0.5220000147819519,190060000
2014-12-02,0.4946982562541961,0.515250027179718,0.5174999833106995,0.5092499852180481,0.5139999985694885,245952000
2014-12-03,0.5074197053909302,0.5285000205039978,0.5287500023841858,0.5162500143051147,0.5177500247955322,284424000
2014-12-04,0.5028592944145203,0.5237500071525574,0.5297499895095825,0.5202500224113464,0.5277500152587891,185332000
2014-12-05,0.5057395696640015,0.5267500281333923,0.5295000076293945,0.5237500071525574,0.5239999890327454,165680000
2014-12-08,0.4992588460445404,0.5199999809265137,0.53125,0.515749990940094,0.5260000228881836,226944000
2014-12-09,0.4975784718990326,0.5182499885559082,0.5195000171661377,0.5090000033378601,0.5167499780654907,239448000
2014-12-10,0.486537218093872,0.5067499876022339,0.518750011920929,0.5062500238418579,0.5167499780654907,204364000
2014-12-11,0.4862971603870392,0.5065000057220459,0.5132499933242798,0.5055000185966492,0.5097500085830688,135652000
2014-12-12,0.4711754322052002,0.4907500147819519,0.5042499899864197,0.4902499914169311,0.4997499883174896,323964000
2014-12-15,0.4697350561618805,0.4892500042915344,0.5055000185966492,0.4877499938011169,0.4964999854564667,254696000
2014-12-16,0.4644546508789062,0.4837499856948852,0.4964999854564667,0.4835000038146972,0.488750010728836,185308000
2014-12-17,0.483416885137558,0.5034999847412109,0.5042499899864197,0.4774999916553497,0.4934999942779541,345596000
2014-12-18,0.48533695936203,0.5055000185966492,0.515749990940094,0.5007500052452087,0.5097500085830688,226156000
2014-12-19,0.4901376366615295,0.5105000138282776,0.512499988079071,0.5042499899864197,0.5090000033378601,325528000
2014-12-22,0.4987785816192627,0.5195000171661377,0.5195000171661377,0.5082499980926514,0.5099999904632568,148976000
2014-12-23,0.4956583976745605,0.5162500143051147,0.5260000228881836,0.515749990940094,0.5235000252723694,109280000
2014-12-24,0.4937379360198974,0.5142499804496765,0.5182499885559082,0.5137500166893005,0.5174999833106995,45644000
2014-12-26,0.4942181408405304,0.5147500038146973,0.5174999833106995,0.5130000114440918,0.5142499804496765,52636000
2014-12-29,0.493498146533966,0.5139999985694885,0.5174999833106995,0.5107499957084656,0.5132499933242798,82944000
2014-12-30,0.4889376163482666,0.5092499852180481,0.5130000114440918,0.5084999799728394,0.5105000138282776,112120000
2014-12-31,0.4812566041946411,0.5012500286102295,0.5127500295639038,0.4997499883174896,0.5099999904632568,166300000
2015-01-02,0.4831768274307251,0.503250002861023,0.5070000290870667,0.4952499866485595,0.503250002861023,113680000
2015-01-05,0.4750158786773681,0.4947499930858612,0.5047500133514404,0.4925000071525574,0.503250002861023,197952000
2015-01-06,0.4606141746044159,0.4797500073909759,0.4959999918937683,0.4792500138282776,0.4954999983310699,197764000
2015-01-07,0.4594141542911529,0.4785000085830688,0.4875000119209289,0.4769999980926513,0.4832499921321869,321808000
2015-01-08,0.4766960144042969,0.4964999854564667,0.4995000064373016,0.4837499856948852,0.4839999973773956,283780000
2015-01-09,0.478616327047348,0.4984999895095825,0.5022500157356262,0.4914999902248382,0.4982500076293945,209540000
2015-01-12,0.472615510225296,0.492249995470047,0.5,0.4877499938011169,0.4997499883174896,190732000
2015-01-13,0.4718953967094421,0.4914999902248382,0.5059999823570251,0.4880000054836273,0.4959999918937683,236720000
2015-01-14,0.473815768957138,0.4934999942779541,0.4950000047683716,0.4850000143051147,0.4862500131130218,155260000
2015-01-15,0.4704552888870239,0.4900000095367431,0.5,0.4897499978542328,0.4970000088214874,188932000
2015-01-16,0.4790963530540466,0.4990000128746032,0.4995000064373016,0.4877499938011169,0.4892500042915344,181512000
2015-01-20,0.4805366098880768,0.5005000233650208,0.5052499771118164,0.4942499995231628,0.5024999976158142,140308000
2015-01-21,0.4872573912143707,0.5074999928474426,0.5087500214576721,0.4942499995231628,0.4977500140666961,144780000
2015-01-22,0.4956583976745605,0.5162500143051147,0.5177500247955322,0.503250002861023,0.5084999799728394,159712000
2015-01-23,0.497098445892334,0.5177500247955322,0.518750011920929,0.512499988079071,0.5167499780654907,120416000
2015-01-26,0.4949384033679962,0.515500009059906,0.5180000066757202,0.5122500061988831,0.515500009059906,133240000
2015-01-27,0.4711754322052002,0.4907500147819519,0.5080000162124634,0.4897499978542328,0.5074999928474426,357948000
2015-01-28,0.4634944796562195,0.4827499985694885,0.4987500011920929,0.4824999868869781,0.496749997138977,272728000
2015-01-29,0.4747758209705353,0.4945000112056732,0.4972499907016754,0.4807499945163727,0.4830000102519989,235340000
2015-01-30,0.4608541429042816,0.4799999892711639,0.496749997138977,0.4792500138282776,0.4909999966621399,298200000
2015-02-02,0.4709353744983673,0.4905000030994415,0.4925000071525574,0.4735000133514404,0.4830000102519989,259604000
2015-02-03,0.4826967120170593,0.5027499794960022,0.503250002861023,0.4914999902248382,0.4939999878406524,183468000
2015-02-04,0.4838969111442566,0.5040000081062317,0.5097500085830688,0.4997499883174896,0.5012500286102295,181516000
2015-02-05,0.4918177723884582,0.5122500061988831,0.512499988079071,0.5040000081062317,0.5044999718666077,140448000
2015-02-06,0.4896575510501861,0.5099999904632568,0.5177500247955322,0.5077499747276306,0.5117499828338623,210524000
2015-02-09,0.4891777038574219,0.5095000267028809,0.5109999775886536,0.5037500262260437,0.5070000290870667,273944000
2015-02-10,0.5028592944145203,0.5237500071525574,0.5239999890327454,0.5077499747276306,0.5099999904632568,226204000
