Date,Adj Close,Close,High,Low,Open,Volume
2014-11-24,73.78783416748047,74.01000213623047,74.3499984741211,73.3499984741211,73.54000091552734,22103800
2014-11-25,75.40296173095703,75.62999725341797,75.73999786376953,74.12999725341797,74.20999908447266,32250200
2014-11-26,77.38700103759766,77.62000274658203,77.77999877929688,75.51000213623047,75.52999877929688,32695300
2014-11-28,77.46675872802734,77.69999694824219,78.2699966430664,77.2300033569336,77.66999816894531,15992000
2014-12-01,74.87455749511719,75.0999984741211,77.30999755859375,74.80000305175781,77.26000213623047,31789900
2014-12-02,75.23347473144531,75.45999908447266,75.91000366210938,75.04000091552734,75.33000183105469,16773900
2014-12-03,74.65522003173828,74.87999725341797,75.7300033569336,74.4000015258789,75.37999725341797,16689900
2014-12-04,75.0141372680664,75.23999786376953,75.55000305175781,74.66000366210938,74.83000183105469,14362800
2014-12-05,76.13078308105469,76.36000061035156,76.76000213623047,75.36000061035156,75.80000305175781,24306400
2014-12-08,76.29029846191406,76.5199966430664,77.25,75.4000015258789,76.18000030517578,25733900
2014-12-09,76.60932922363281,76.83999633789062,76.93000030517578,74.77999877929688,75.19999694824219,25358600
2014-12-10,75.9513168334961,76.18000030517578,77.55000305175781,76.06999969482422,76.6500015258789,32210500
2014-12-11,77.49667358398438,77.7300033569336,78.5199966430664,76.4800033569336,76.5199966430664,33462100
2014-12-12,77.59636688232422,77.83000183105469,78.87999725341797,77.0199966430664,77.16000366210938,28091600
2014-12-15,76.7588882446289,76.98999786376953,78.58000183105469,76.55999755859375,78.45999908447266,29396500
2014-12-16,74.4657974243164,74.69000244140625,77.38999938964844,74.58999633789062,76.19000244140625,31554600
2014-12-17,75.88153076171875,76.11000061035156,76.41000366210938,74.9000015258789,75.01000213623047,29203900
2014-12-18,78.16465759277344,78.4000015258789,78.4000015258789,76.51000213623047,76.88999938964844,34222100
2014-12-19,79.64020538330078,79.87999725341797,80.0,78.33000183105469,78.75,43335000
2014-12-22,81.20549774169922,81.44999694824219,81.88999938964844,80.0,80.08000183105469,31395800
2014-12-23,80.3680191040039,80.61000061035156,82.16999816894531,80.4000015258789,82.0199966430664,19865800
2014-12-24,80.52753448486328,80.7699966430664,81.43000030517578,80.75,81.02999877929688,7685500
2014-12-26,80.53751373291016,80.77999877929688,81.27999877929688,80.51000213623047,81.0199966430664,10647400
2014-12-29,79.77979278564453,80.0199966430664,80.95999908447266,79.70999908447266,80.48999786376953,14134700
2014-12-30,78.9822006225586,79.22000122070312,80.58999633789062,79.0999984741211,79.8499984741211,14370800
2014-12-31,77.78579711914062,78.0199966430664,79.80000305175781,77.86000061035156,79.54000091552734,19935400
2015-01-02,78.2145004272461,78.44999694824219,78.93000030517578,77.69999694824219,78.58000183105469,18177500
2015-01-05,76.95829010009766,77.19000244140625,79.25,76.86000061035156,77.9800033569336,26452200
2015-01-06,75.9214096069336,76.1500015258789,77.58999633789062,75.36000061035156,77.2300033569336,27399300
2015-01-07,75.9214096069336,76.1500015258789,77.36000061035156,75.81999969482422,76.76000213623047,22045300
2015-01-08,77.9453125,78.18000030517578,78.2300033569336,76.08000183105469,76.73999786376953,23961000
2015-01-09,77.50664520263672,77.73999786376953,78.62000274658203,77.19999694824219,78.19999694824219,21157000
2015-01-12,76.48970031738281,76.72000122070312,78.0,76.20999908447266,77.83999633789062,19190200
2015-01-13,76.22051239013672,76.44999694824219,78.08000183105469,75.8499984741211,77.2300033569336,25179600
2015-01-14,76.05101776123047,76.27999877929688,77.19999694824219,76.02999877929688,76.41999816894531,25918600
2015-01-15,73.82772064208984,74.05000305175781,76.56999969482422,73.54000091552734,76.4000015258789,34134000
2015-01-16,74.9543228149414,75.18000030517578,75.31999969482422,73.83999633789062,74.04000091552734,21791500
2015-01-20,76.01113891601562,76.23999786376953,76.30999755859375,74.81999969482422,75.72000122070312,22821600
2015-01-21,76.50962829589844,76.73999786376953,77.30000305175781,75.8499984741211,76.16000366210938,25096700
2015-01-22,77.41690826416016,77.6500015258789,77.75,76.68000030517578,77.16999816894531,19519500
2015-01-23,77.59636688232422,77.83000183105469,78.19000244140625,77.04000091552734,77.6500015258789,16746500
